Saison,Journée,Domicile,Extérieur,Buts domicile,Buts extérieur,Résultat
2021-2022,21,Nice,Nantes,2,1,D
2021-2022,21,Saint-Étienne,Lens,1,2,E
2021-2022,21,PSG,Brest,2,0,D
2021-2022,21,Rennais,Bordeaux,6,0,D
2021-2022,21,Monaco,Clermont,4,0,D
2021-2022,21,Strasbourg,Montpellier,3,1,D
2021-2022,21,Lorient,Angers,0,0,N
2021-2022,21,Reims,Metz,0,1,E
2021-2022,21,Troyes,Lyon,0,1,E
2021-2022,21,Marseille,Lille,1,1,N
2021-2022,22,Lyon,Saint-Étienne,1,0,D
2021-2022,22,Brest,Lille,2,0,D
2021-2022,22,Lens,Marseille,0,2,E
2021-2022,22,Metz,Nice,0,2,E
2021-2022,22,Clermont,Rennais,2,1,D
2021-2022,22,Bordeaux,Strasbourg,4,3,D
2021-2022,22,Angers,Troyes,2,1,D
2021-2022,22,Nantes,Lorient,4,2,D
2021-2022,22,Montpellier,Monaco,3,2,D
2021-2022,22,PSG,Reims,4,0,D
2021-2022,23,Marseille,Angers,5,2,D
2021-2022,23,Saint-Étienne,Montpellier,3,1,D
2021-2022,23,Monaco,Lyon,2,0,D
2021-2022,23,Lorient,Lens,2,0,D
2021-2022,23,Nice,Clermont,0,1,E
2021-2022,23,Reims,Bordeaux,5,0,D
2021-2022,23,Troyes,Metz,0,0,N
2021-2022,23,Strasbourg,Nantes,1,0,D
2021-2022,23,Rennais,Brest,2,0,D
2021-2022,23,Lille,PSG,1,5,E
2021-2022,24,PSG,Rennais,1,0,D
2021-2022,24,Montpellier,Lille,0,1,E
2021-2022,24,Lyon,Nice,2,0,D
2021-2022,24,Monaco,Lorient,0,0,N
2021-2022,24,Brest,Troyes,5,1,D
2021-2022,24,Angers,Strasbourg,0,1,E
2021-2022,24,Nantes,Reims,1,0,D
2021-2022,24,Clermont,Saint-Étienne,1,2,E
2021-2022,24,Lens,Bordeaux,3,2,D
2021-2022,24,Metz,Marseille,1,2,E
2021-2022,25,Lille,Metz,0,0,N
2021-2022,25,Lens,Lyon,1,1,N
2021-2022,25,Nantes,PSG,3,1,D
2021-2022,25,Nice,Angers,1,0,D
2021-2022,25,Saint-Étienne,Strasbourg,2,2,N
2021-2022,25,Lorient,Montpellier,0,1,E
2021-2022,25,Reims,Brest,1,1,N
2021-2022,25,Rennais,Troyes,4,1,D
2021-2022,25,Bordeaux,Monaco,1,1,N
2021-2022,25,Marseille,Clermont,0,2,E
2021-2022,26,Montpellier,Rennais,2,4,E
2021-2022,26,Strasbourg,Nice,0,0,N
2021-2022,26,PSG,Saint-Étienne,3,1,D
2021-2022,26,Monaco,Reims,1,2,E
2021-2022,26,Clermont,Bordeaux,1,1,N
2021-2022,26,Metz,Nantes,0,0,N
2021-2022,26,Brest,Lorient,0,1,E
2021-2022,26,Angers,Lens,1,2,E
2021-2022,26,Troyes,Marseille,1,1,N
2021-2022,26,Lyon,Lille,0,1,E
2021-2022,27,Lorient,Lyon,1,4,E
2021-2022,27,Lens,Brest,0,1,E
2021-2022,27,Nice,PSG,1,0,D
2021-2022,27,Saint-Étienne,Metz,1,0,D
2021-2022,27,Nantes,Montpellier,2,0,D
2021-2022,27,Bordeaux,Troyes,0,2,E
2021-2022,27,Rennais,Angers,2,0,D
2021-2022,27,Reims,Strasbourg,1,1,N
2021-2022,27,Lille,Clermont,4,0,D
2021-2022,27,Marseille,Monaco,0,1,E
2021-2022,28,Lille,Saint-Étienne,0,0,N
2021-2022,28,Montpellier,Nice,0,0,N
2021-2022,28,Troyes,Nantes,1,0,D
2021-2022,28,PSG,Bordeaux,3,0,D
2021-2022,28,Angers,Reims,0,1,E
2021-2022,28,Clermont,Lorient,0,2,E
2021-2022,28,Metz,Lens,0,0,N
2021-2022,28,Strasbourg,Monaco,1,0,D
2021-2022,28,Lyon,Rennais,2,4,E
2021-2022,28,Brest,Marseille,1,4,E
2021-2022,29,Saint-Étienne,Troyes,1,1,N
2021-2022,29,Lens,Clermont,3,1,D
2021-2022,29,Nantes,Lille,0,1,E
2021-2022,29,Monaco,PSG,3,0,D
2021-2022,29,Lorient,Strasbourg,0,0,N
2021-2022,29,Angers,Brest,1,0,D
2021-2022,29,Bordeaux,Montpellier,0,2,E
2021-2022,29,Rennais,Metz,6,1,D
2021-2022,29,Reims,Lyon,0,0,N
2021-2022,29,Marseille,Nice,2,1,D
2021-2022,30,Nice,Rennais,1,1,N
2021-2022,30,Lille,Bordeaux,0,0,N
2021-2022,30,Strasbourg,Lens,1,0,D
2021-2022,30,Clermont,Nantes,2,3,E
2021-2022,30,Metz,Monaco,1,2,E
2021-2022,30,Montpellier,Brest,1,2,E
2021-2022,30,Saint-Étienne,Marseille,2,4,E
2021-2022,30,Troyes,Reims,1,0,D
2021-2022,30,Lyon,Angers,3,2,D
2021-2022,30,PSG,Lorient,5,1,D
2021-2022,31,Lorient,Saint-Étienne,6,2,D
2021-2022,31,Reims,Rennais,2,3,E
2021-2022,31,Clermont,PSG,1,6,E
2021-2022,31,Bordeaux,Metz,3,1,D
2021-2022,31,Angers,Lille,1,1,N
2021-2022,31,Monaco,Troyes,2,1,D
2021-2022,31,Brest,Nantes,1,1,N
2021-2022,31,Lens,Nice,3,0,D
2021-2022,31,Strasbourg,Lyon,1,1,N
2021-2022,31,Marseille,Montpellier,2,0,D
2021-2022,32,Rennais,Monaco,2,3,E
2021-2022,32,Saint-Étienne,Brest,2,1,D
2021-2022,32,Lille,Lens,1,2,E
2021-2022,32,Nice,Lorient,2,1,D
2021-2022,32,Montpellier,Reims,0,0,N
2021-2022,32,Troyes,Strasbourg,1,1,N
2021-2022,32,Nantes,Angers,1,1,N
2021-2022,32,Metz,Clermont,1,1,N
2021-2022,32,Lyon,Bordeaux,6,1,D
2021-2022,32,PSG,Marseille,2,1,D
2021-2022,33,Bordeaux,Saint-Étienne,2,2,N
2021-2022,33,Lorient,Metz,1,0,D
2021-2022,33,Reims,Lille,2,1,D
2021-2022,33,Troyes,Clermont,0,1,E
2021-2022,33,Monaco,Nice,1,0,D
2021-2022,33,Marseille,Nantes,3,2,D
2021-2022,33,Brest,Lyon,2,1,D
2021-2022,33,Angers,PSG,0,3,E
2021-2022,33,Lens,Montpellier,2,0,D
2021-2022,33,Strasbourg,Rennais,2,1,D
2021-2022,34,Lyon,Montpellier,5,2,D
2021-2022,34,Saint-Étienne,Monaco,1,4,E
2021-2022,34,PSG,Lens,1,1,N
2021-2022,34,Rennais,Lorient,5,0,D
2021-2022,34,Nice,Troyes,1,0,D
2021-2022,34,Nantes,Bordeaux,5,3,D
2021-2022,34,Clermont,Angers,2,2,N
2021-2022,34,Metz,Brest,0,1,E
2021-2022,34,Lille,Strasbourg,1,0,D
2021-2022,34,Reims,Marseille,0,1,E
2021-2022,35,Strasbourg,PSG,3,3,N
2021-2022,35,Lens,Nantes,2,2,N
2021-2022,35,Rennais,Saint-Étienne,2,0,D
2021-2022,35,Troyes,Lille,3,0,D
2021-2022,35,Monaco,Angers,2,0,D
2021-2022,35,Montpellier,Metz,2,2,N
2021-2022,35,Brest,Clermont,2,0,D
2021-2022,35,Lorient,Reims,1,2,E
2021-2022,35,Bordeaux,Nice,0,1,E
2021-2022,35,Marseille,Lyon,0,3,E
2021-2022,36,Lille,Monaco,1,2,E
2021-2022,36,Brest,Strasbourg,0,1,E
2021-2022,36,Metz,Lyon,3,2,D
2021-2022,36,Reims,Lens,1,2,E
2021-2022,36,Angers,Bordeaux,4,1,D
2021-2022,36,Clermont,Montpellier,2,1,D
2021-2022,36,Lorient,Marseille,0,3,E
2021-2022,36,PSG,Troyes,2,2,N
2021-2022,36,Nice,Saint-Étienne,4,2,D
2021-2022,36,Nantes,Rennais,2,1,D
2021-2022,37,Montpellier,PSG,0,4,E
2021-2022,37,Lyon,Nantes,3,2,D
2021-2022,37,Bordeaux,Lorient,0,0,N
2021-2022,37,Rennais,Marseille,2,0,D
2021-2022,37,Saint-Étienne,Reims,1,2,E
2021-2022,37,Nice,Lille,1,3,E
2021-2022,37,Troyes,Lens,1,3,E
2021-2022,37,Metz,Angers,1,0,D
2021-2022,37,Monaco,Brest,4,2,D
2021-2022,37,Strasbourg,Clermont,1,0,D
2021-2022,38,Nantes,Saint-Étienne,1,1,N
2021-2022,38,Lens,Monaco,2,2,N
2021-2022,38,Clermont,Lyon,1,2,E
2021-2022,38,PSG,Metz,5,0,D
2021-2022,38,Lille,Rennais,2,2,N
2021-2022,38,Marseille,Strasbourg,4,0,D
2021-2022,38,Brest,Bordeaux,2,4,E
2021-2022,38,Lorient,Troyes,1,1,N
2021-2022,38,Reims,Nice,2,3,E
2021-2022,38,Angers,Montpellier,2,0,D
2020-2021,1,Bordeaux,Nantes,0,0,N
2020-2021,1,Dijon,Angers,0,1,E
2020-2021,1,Lille,Rennais,1,1,N
2020-2021,1,Monaco,Reims,2,2,N
2020-2021,1,Lorient,Strasbourg,3,1,D
2020-2021,1,Nimes,Brest,4,0,D
2020-2021,1,Nice,Lens,2,1,D
2020-2021,1,Montpellier,Lyon,2,1,D
2020-2021,1,PSG,Metz,1,0,D
2020-2021,1,Marseille,Saint-Étienne,0,2,E
2020-2021,2,Lyon,Dijon,4,1,D
2020-2021,2,Rennais,Montpellier,2,1,D
2020-2021,2,Strasbourg,Nice,0,2,E
2020-2021,2,Reims,Lille,0,1,E
2020-2021,2,Angers,Bordeaux,0,2,E
2020-2021,2,Metz,Monaco,0,1,E
2020-2021,2,Saint-Étienne,Lorient,2,0,D
2020-2021,2,Nantes,Nimes,2,1,D
2020-2021,2,Brest,Marseille,2,3,E
2020-2021,2,Lens,PSG,1,0,D
2020-2021,3,Bordeaux,Lyon,0,0,N
2020-2021,3,Montpellier,Nice,3,1,D
2020-2021,3,Saint-Étienne,Strasbourg,2,0,D
2020-2021,3,Lille,Metz,1,0,D
2020-2021,3,Lorient,Lens,2,3,E
2020-2021,3,Angers,Reims,1,0,D
2020-2021,3,Dijon,Brest,0,2,E
2020-2021,3,Nimes,Rennais,2,4,E
2020-2021,3,Monaco,Nantes,2,1,D
2020-2021,3,PSG,Marseille,0,1,E
2020-2021,4,Lyon,Nimes,0,0,N
2020-2021,4,Lens,Bordeaux,2,1,D
2020-2021,4,Rennais,Monaco,2,1,D
2020-2021,4,Nice,PSG,0,3,E
2020-2021,4,Brest,Lorient,3,2,D
2020-2021,4,Montpellier,Angers,4,1,D
2020-2021,4,Metz,Reims,2,1,D
2020-2021,4,Strasbourg,Dijon,1,0,D
2020-2021,4,Nantes,Saint-Étienne,2,2,N
2020-2021,4,Marseille,Lille,1,1,N
2020-2021,5,Lille,Nantes,2,0,D
2020-2021,5,Saint-Étienne,Rennais,0,3,E
2020-2021,5,Marseille,Metz,1,1,N
2020-2021,5,Bordeaux,Nice,0,0,N
2020-2021,5,Angers,Brest,3,2,D
2020-2021,5,Dijon,Montpellier,2,2,N
2020-2021,5,Monaco,Strasbourg,3,2,D
2020-2021,5,Nimes,Lens,1,1,N
2020-2021,5,Lorient,Lyon,1,1,N
2020-2021,5,Reims,PSG,0,2,E
2020-2021,6,PSG,Angers,6,1,D
2020-2021,6,Lens,Saint-Étienne,2,0,D
2020-2021,6,Nice,Nantes,2,1,D
2020-2021,6,Montpellier,Nimes,0,1,E
2020-2021,6,Metz,Lorient,3,1,D
2020-2021,6,Strasbourg,Lille,0,3,E
2020-2021,6,Bordeaux,Dijon,3,0,D
2020-2021,6,Brest,Monaco,1,0,D
2020-2021,6,Rennais,Reims,2,2,N
2020-2021,6,Lyon,Marseille,1,1,N
2020-2021,7,Dijon,Rennais,1,1,N
2020-2021,7,Nimes,PSG,0,4,E
2020-2021,7,Reims,Lorient,1,3,E
2020-2021,7,Marseille,Bordeaux,3,1,D
2020-2021,7,Strasbourg,Lyon,2,3,E
2020-2021,7,Angers,Metz,1,1,N
2020-2021,7,Nantes,Brest,3,1,D
2020-2021,7,Monaco,Montpellier,1,1,N
2020-2021,7,Saint-Étienne,Nice,1,3,E
2020-2021,7,Lille,Lens,4,0,D
2020-2021,8,Rennais,Angers,1,2,E
2020-2021,8,Lorient,Marseille,0,1,E
2020-2021,8,PSG,Dijon,4,0,D
2020-2021,8,Brest,Strasbourg,0,3,E
2020-2021,8,Metz,Saint-Étienne,2,0,D
2020-2021,8,Montpellier,Reims,0,4,E
2020-2021,8,Bordeaux,Nimes,2,0,D
2020-2021,8,Nice,Lille,1,1,N
2020-2021,8,Lyon,Monaco,4,1,D
2020-2021,8,Lens,Nantes,1,1,N
2020-2021,9,Rennais,Brest,2,1,D
2020-2021,9,Nantes,PSG,0,3,E
2020-2021,9,Saint-Étienne,Montpellier,0,1,E
2020-2021,9,Reims,Strasbourg,2,1,D
2020-2021,9,Angers,Nice,0,3,E
2020-2021,9,Dijon,Lorient,0,0,N
2020-2021,9,Nimes,Metz,0,1,E
2020-2021,9,Monaco,Bordeaux,4,0,D
2020-2021,9,Lille,Lyon,1,1,N
2020-2021,9,Marseille,Lens,0,1,E
2020-2021,10,Strasbourg,Marseille,0,1,E
2020-2021,10,Bordeaux,Montpellier,0,2,E
2020-2021,10,PSG,Rennais,3,0,D
2020-2021,10,Brest,Lille,3,2,D
2020-2021,10,Lorient,Nantes,0,2,E
2020-2021,10,Lens,Reims,4,4,N
2020-2021,10,Nimes,Angers,1,5,E
2020-2021,10,Metz,Dijon,1,1,N
2020-2021,10,Nice,Monaco,1,2,E
2020-2021,10,Lyon,Saint-Étienne,2,1,D
2020-2021,11,Rennais,Bordeaux,0,1,E
2020-2021,11,Monaco,PSG,3,2,D
2020-2021,11,Brest,Saint-Étienne,4,1,D
2020-2021,11,Nantes,Metz,1,1,N
2020-2021,11,Montpellier,Strasbourg,4,3,D
2020-2021,11,Reims,Nimes,0,1,E
2020-2021,11,Dijon,Lens,0,1,E
2020-2021,11,Angers,Lyon,0,1,E
2020-2021,11,Lille,Lorient,4,0,D
2020-2021,11,Marseille,Nice,3,2,D
2020-2021,12,Strasbourg,Rennais,1,1,N
2020-2021,12,Marseille,Nantes,3,1,D
2020-2021,12,PSG,Bordeaux,2,2,N
2020-2021,12,Lyon,Reims,3,0,D
2020-2021,12,Lorient,Montpellier,0,1,E
2020-2021,12,Monaco,Nimes,3,0,D
2020-2021,12,Lens,Angers,1,3,E
2020-2021,12,Metz,Brest,0,2,E
2020-2021,12,Nice,Dijon,1,3,E
2020-2021,12,Saint-Étienne,Lille,1,1,N
2020-2021,13,Nimes,Marseille,0,2,E
2020-2021,13,Rennais,Lens,0,2,E
2020-2021,13,Montpellier,PSG,1,3,E
2020-2021,13,Lille,Monaco,2,1,D
2020-2021,13,Nantes,Strasbourg,0,4,E
2020-2021,13,Dijon,Saint-Étienne,0,0,N
2020-2021,13,Bordeaux,Brest,1,0,D
2020-2021,13,Angers,Lorient,2,0,D
2020-2021,13,Reims,Nice,0,0,N
2020-2021,13,Metz,Lyon,1,3,E
2020-2021,14,Saint-Étienne,Angers,0,0,N
2020-2021,14,Marseille,Monaco,2,1,D
2020-2021,14,Lens,Montpellier,2,3,E
2020-2021,14,Nice,Rennais,0,1,E
2020-2021,14,Brest,Reims,2,1,D
2020-2021,14,Lorient,Nimes,3,0,D
2020-2021,14,Nantes,Dijon,1,1,N
2020-2021,14,Strasbourg,Metz,2,2,N
2020-2021,14,Lille,Bordeaux,2,1,D
2020-2021,14,PSG,Lyon,0,1,E
2020-2021,15,Reims,Nantes,3,2,D
2020-2021,15,Angers,Strasbourg,0,2,E
2020-2021,15,Montpellier,Metz,0,2,E
2020-2021,15,Dijon,Lille,0,2,E
2020-2021,15,Nimes,Nice,0,2,E
2020-2021,15,Rennais,Marseille,2,1,D
2020-2021,15,Monaco,Lens,0,3,E
2020-2021,15,PSG,Lorient,2,0,D
2020-2021,15,Lyon,Brest,2,2,N
2020-2021,15,Bordeaux,Saint-Étienne,1,2,E
2020-2021,16,Metz,Lens,2,0,D
2020-2021,16,Marseille,Reims,1,1,N
2020-2021,16,Nice,Lyon,1,4,E
2020-2021,16,Brest,Montpellier,2,2,N
2020-2021,16,Nantes,Angers,1,1,N
2020-2021,16,Dijon,Monaco,0,1,E
2020-2021,16,Strasbourg,Bordeaux,0,2,E
2020-2021,16,Saint-Étienne,Nimes,2,2,N
2020-2021,16,Lorient,Rennais,0,3,E
2020-2021,16,Lille,PSG,0,0,N
2020-2021,17,Bordeaux,Reims,1,3,E
2020-2021,17,Rennais,Metz,1,0,D
2020-2021,17,Nice,Lorient,2,2,N
2020-2021,17,Lens,Brest,2,1,D
2020-2021,17,Nimes,Dijon,1,3,E
2020-2021,17,PSG,Strasbourg,4,0,D
2020-2021,17,Lyon,Nantes,3,0,D
2020-2021,17,Angers,Marseille,2,1,D
2020-2021,17,Monaco,Saint-Étienne,2,2,N
2020-2021,17,Montpellier,Lille,2,3,E
2020-2021,18,Nantes,Rennais,0,0,N
2020-2021,18,Metz,Bordeaux,0,0,N
2020-2021,18,Strasbourg,Nimes,5,0,D
2020-2021,18,Brest,Nice,2,0,D
2020-2021,18,Lorient,Monaco,2,5,E
2020-2021,18,Lille,Angers,1,2,E
2020-2021,18,Lyon,Lens,3,2,D
2020-2021,18,Saint-Étienne,PSG,1,1,N
2020-2021,18,Marseille,Montpellier,3,1,D
2020-2021,18,Reims,Dijon,0,0,N
2020-2021,19,Montpellier,Nantes,1,1,N
2020-2021,19,PSG,Brest,3,0,D
2020-2021,19,Bordeaux,Lorient,2,1,D
2020-2021,19,Rennais,Lyon,2,2,N
2020-2021,19,Reims,Saint-Étienne,3,1,D
2020-2021,19,Monaco,Angers,3,0,D
2020-2021,19,Dijon,Marseille,0,0,N
2020-2021,19,Lens,Strasbourg,0,1,E
2020-2021,19,Nimes,Lille,0,1,E
2020-2021,19,Metz,Nice,1,1,N
2020-2021,20,Montpellier,Monaco,2,3,E
2020-2021,20,Marseille,Nimes,1,2,E
2020-2021,20,Angers,PSG,0,1,E
2020-2021,20,Brest,Rennais,1,2,E
2020-2021,20,Nantes,Lens,1,1,N
2020-2021,20,Strasbourg,Saint-Étienne,1,0,D
2020-2021,20,Nice,Bordeaux,0,3,E
2020-2021,20,Lille,Reims,2,1,D
2020-2021,20,Lyon,Metz,0,1,E
2020-2021,20,Lorient,Dijon,3,2,D
2020-2021,21,PSG,Montpellier,4,0,D
2020-2021,21,Lens,Nice,0,1,E
2020-2021,21,Monaco,Marseille,3,1,D
2020-2021,21,Bordeaux,Angers,2,1,D
2020-2021,21,Metz,Nantes,2,0,D
2020-2021,21,Reims,Brest,1,0,D
2020-2021,21,Dijon,Strasbourg,1,1,N
2020-2021,21,Rennais,Lille,0,1,E
2020-2021,21,Saint-Étienne,Lyon,0,5,E
2020-2021,21,Nimes,Lorient,1,0,D
2020-2021,22,Lyon,Bordeaux,2,1,D
2020-2021,22,Montpellier,Lens,1,2,E
2020-2021,22,Nice,Saint-Étienne,0,1,E
2020-2021,22,Strasbourg,Reims,0,1,E
2020-2021,22,Brest,Metz,2,4,E
2020-2021,22,Lorient,PSG,3,2,D
2020-2021,22,Angers,Nimes,3,1,D
2020-2021,22,Lille,Dijon,1,0,D
2020-2021,22,Nantes,Monaco,1,2,E
2020-2021,22,Marseille,Rennais,1,0,D
2020-2021,23,Bordeaux,Lille,0,3,E
2020-2021,23,Rennais,Lorient,1,1,N
2020-2021,23,Reims,Angers,0,0,N
2020-2021,23,Metz,Montpellier,1,1,N
2020-2021,23,Strasbourg,Brest,2,2,N
2020-2021,23,PSG,Nimes,3,0,D
2020-2021,23,Saint-Étienne,Nantes,1,1,N
2020-2021,23,Monaco,Nice,2,1,D
2020-2021,23,Dijon,Lyon,0,1,E
2020-2021,23,Lens,Marseille,2,2,N
2020-2021,24,Lorient,Reims,1,0,D
2020-2021,24,Lyon,Strasbourg,3,0,D
2020-2021,24,Lens,Rennais,0,0,N
2020-2021,24,Brest,Bordeaux,2,1,D
2020-2021,24,Saint-Étienne,Metz,1,0,D
2020-2021,24,Nice,Angers,3,0,D
2020-2021,24,Nimes,Monaco,3,4,E
2020-2021,24,Montpellier,Dijon,4,2,D
2020-2021,24,Nantes,Lille,0,2,E
2020-2021,24,Marseille,PSG,0,2,E
2020-2021,25,PSG,Nice,2,1,D
2020-2021,25,Reims,Lens,1,1,N
2020-2021,25,Lyon,Montpellier,1,2,E
2020-2021,25,Monaco,Lorient,2,2,N
2020-2021,25,Rennais,Saint-Étienne,0,2,E
2020-2021,25,Angers,Nantes,1,3,E
2020-2021,25,Dijon,Nimes,0,2,E
2020-2021,25,Metz,Strasbourg,1,2,E
2020-2021,25,Lille,Brest,0,0,N
2020-2021,25,Bordeaux,Marseille,0,0,N
2020-2021,26,Brest,Lyon,2,3,E
2020-2021,26,Saint-Étienne,Reims,1,1,N
2020-2021,26,Nantes,Marseille,1,1,N
2020-2021,26,Montpellier,Rennais,2,1,D
2020-2021,26,Nimes,Bordeaux,2,0,D
2020-2021,26,Strasbourg,Angers,0,0,N
2020-2021,26,Nice,Metz,1,2,E
2020-2021,26,Lens,Dijon,2,1,D
2020-2021,26,Lorient,Lille,1,4,E
2020-2021,26,PSG,Monaco,0,2,E
2020-2021,27,Rennais,Nice,1,2,E
2020-2021,27,Bordeaux,Metz,1,2,E
2020-2021,27,Dijon,PSG,0,4,E
2020-2021,27,Monaco,Brest,2,0,D
2020-2021,27,Lorient,Saint-Étienne,2,1,D
2020-2021,27,Reims,Montpellier,0,0,N
2020-2021,27,Angers,Lens,2,2,N
2020-2021,27,Nimes,Nantes,1,1,N
2020-2021,27,Lille,Strasbourg,1,1,N
2020-2021,27,Marseille,Lyon,1,1,N
2020-2021,28,Lyon,Rennais,1,0,D
2020-2021,28,Saint-Étienne,Lens,2,3,E
2020-2021,28,Nice,Nimes,2,1,D
2020-2021,28,Brest,Dijon,3,1,D
2020-2021,28,Metz,Angers,0,1,E
2020-2021,28,Bordeaux,PSG,0,1,E
2020-2021,28,Montpellier,Lorient,1,1,N
2020-2021,28,Lille,Marseille,2,0,D
2020-2021,28,Nantes,Reims,1,2,E
2020-2021,28,Strasbourg,Monaco,1,0,D
2020-2021,29,Reims,Lyon,1,1,N
2020-2021,29,Angers,Saint-Étienne,0,1,E
2020-2021,29,Marseille,Brest,3,1,D
2020-2021,29,Nimes,Montpellier,1,1,N
2020-2021,29,Rennais,Strasbourg,1,0,D
2020-2021,29,Lorient,Nice,1,1,N
2020-2021,29,Dijon,Bordeaux,1,3,E
2020-2021,29,Lens,Metz,2,2,N
2020-2021,29,Monaco,Lille,0,0,N
2020-2021,29,PSG,Nantes,1,2,E
2020-2021,30,Saint-Étienne,Monaco,0,4,E
2020-2021,30,Metz,Rennais,1,3,E
2020-2021,30,Nice,Marseille,3,0,D
2020-2021,30,Strasbourg,Lens,1,2,E
2020-2021,30,Brest,Angers,0,0,N
2020-2021,30,Nantes,Lorient,1,1,N
2020-2021,30,Dijon,Reims,0,1,E
2020-2021,30,Montpellier,Bordeaux,3,1,D
2020-2021,30,Lille,Nimes,1,2,E
2020-2021,30,Lyon,PSG,2,4,E
2020-2021,31,Monaco,Metz,4,0,D
2020-2021,31,PSG,Lille,0,1,E
2020-2021,31,Lens,Lyon,1,1,N
2020-2021,31,Angers,Montpellier,1,1,N
2020-2021,31,Bordeaux,Strasbourg,2,3,E
2020-2021,31,Lorient,Brest,1,0,D
2020-2021,31,Reims,Rennais,2,2,N
2020-2021,31,Nantes,Nice,1,2,E
2020-2021,31,Nimes,Saint-Étienne,0,2,E
2020-2021,31,Marseille,Dijon,2,0,D
2020-2021,32,Metz,Lille,0,2,E
2020-2021,32,Strasbourg,PSG,1,4,E
2020-2021,32,Montpellier,Marseille,3,3,N
2020-2021,32,Rennais,Nantes,1,0,D
2020-2021,32,Saint-Étienne,Bordeaux,4,1,D
2020-2021,32,Nice,Reims,0,0,N
2020-2021,32,Brest,Nimes,1,1,N
2020-2021,32,Lens,Lorient,4,1,D
2020-2021,32,Monaco,Dijon,3,0,D
2020-2021,32,Lyon,Angers,3,0,D
2020-2021,33,Lille,Montpellier,1,1,N
2020-2021,33,Angers,Rennais,0,3,E
2020-2021,33,Marseille,Lorient,3,2,D
2020-2021,33,PSG,Saint-Étienne,3,2,D
2020-2021,33,Brest,Lens,1,1,N
2020-2021,33,Reims,Metz,0,0,N
2020-2021,33,Dijon,Nice,2,0,D
2020-2021,33,Nimes,Strasbourg,1,1,N
2020-2021,33,Bordeaux,Monaco,0,3,E
2020-2021,33,Nantes,Lyon,1,2,E
2020-2021,34,Reims,Marseille,1,3,E
2020-2021,34,Saint-Étienne,Brest,1,2,E
2020-2021,34,Metz,PSG,1,3,E
2020-2021,34,Nice,Montpellier,3,1,D
2020-2021,34,Lorient,Bordeaux,4,1,D
2020-2021,34,Lens,Nimes,2,1,D
2020-2021,34,Strasbourg,Nantes,1,2,E
2020-2021,34,Rennais,Dijon,5,1,D
2020-2021,34,Angers,Monaco,0,1,E
2020-2021,34,Lyon,Lille,2,3,E
2020-2021,35,Marseille,Strasbourg,1,1,N
2020-2021,35,PSG,Lens,2,1,D
2020-2021,35,Lille,Nice,2,0,D
2020-2021,35,Bordeaux,Rennais,1,0,D
2020-2021,35,Lorient,Angers,2,0,D
2020-2021,35,Dijon,Metz,1,5,E
2020-2021,35,Nimes,Reims,2,2,N
2020-2021,35,Brest,Nantes,1,4,E
2020-2021,35,Montpellier,Saint-Étienne,1,2,E
2020-2021,35,Monaco,Lyon,2,3,E
2020-2021,36,Lens,Lille,0,3,E
2020-2021,36,Nantes,Bordeaux,3,0,D
2020-2021,36,Lyon,Lorient,4,1,D
2020-2021,36,Saint-Étienne,Marseille,1,0,D
2020-2021,36,Metz,Nimes,0,3,E
2020-2021,36,Strasbourg,Montpellier,2,3,E
2020-2021,36,Nice,Brest,3,2,D
2020-2021,36,Angers,Dijon,3,0,D
2020-2021,36,Reims,Monaco,0,1,E
2020-2021,36,Rennais,PSG,1,1,N
2020-2021,37,Dijon,Nantes,0,4,E
2020-2021,37,Nimes,Lyon,2,5,E
2020-2021,37,Montpellier,Brest,0,0,N
2020-2021,37,PSG,Reims,4,0,D
2020-2021,37,Lille,Saint-Étienne,0,0,N
2020-2021,37,Bordeaux,Lens,3,0,D
2020-2021,37,Marseille,Angers,3,2,D
2020-2021,37,Nice,Strasbourg,0,2,E
2020-2021,37,Lorient,Metz,2,1,D
2020-2021,37,Monaco,Rennais,2,1,D
2020-2021,38,Lyon,Nice,2,3,E
2020-2021,38,Rennais,Nimes,2,0,D
2020-2021,38,Saint-Étienne,Dijon,0,1,E
2020-2021,38,Brest,PSG,0,2,E
2020-2021,38,Reims,Bordeaux,1,2,E
2020-2021,38,Angers,Lille,1,2,E
2020-2021,38,Nantes,Montpellier,1,2,E
2020-2021,38,Lens,Monaco,0,0,N
2020-2021,38,Metz,Marseille,1,1,N
2020-2021,38,Strasbourg,Lorient,1,1,N
2019-2020,1,Monaco,Lyon,0,3,E
2019-2020,1,Marseille,Reims,0,2,E
2019-2020,1,Montpellier,Rennais,0,1,E
2019-2020,1,Nice,Amiens,2,1,D
2019-2020,1,Brest,Toulouse,1,1,N
2019-2020,1,Angers,Bordeaux,3,1,D
2019-2020,1,Dijon,Saint-Étienne,1,2,E
2019-2020,1,Lille,Nantes,2,1,D
2019-2020,1,Strasbourg,Metz,1,1,N
2019-2020,1,PSG,Nimes,3,0,D
2019-2020,2,Lyon,Angers,6,0,D
2019-2020,2,Nantes,Marseille,0,0,N
2019-2020,2,Metz,Monaco,3,0,D
2019-2020,2,Bordeaux,Montpellier,1,1,N
2019-2020,2,Nimes,Nice,1,2,E
2019-2020,2,Amiens,Lille,1,0,D
2019-2020,2,Toulouse,Dijon,1,0,D
2019-2020,2,Saint-Étienne,Brest,1,1,N
2019-2020,2,Reims,Strasbourg,0,0,N
