Saison,Journée,Equipe 1,Equipe 2,Lieu,Buts Equipe 1,Buts Equipe 2,Résultat,Classement Equipe 1,Classement Equipe 2,Moyenne_BM par 1,Moyenne_BM par 2,Moyenne_BM par 1 selon Lieu,Moyenne_BM par 2 selon Lieu,Moyenne_BE par 1,Moyenne_BE par 2,Moyenne_BE par 1 selon Lieu,Moyenne_BE par 2 selon Lieu,Forme 1,Forme 2,Historique
2002-2003,19,Bordeaux,Nice,Domicile,4,0,1,13,1,1.0,1.3333333333333333,1.25,1.0,1.0,0.5555555555555556,0.75,0.875,-1.0,2.0,0
2002-2003,20,Bordeaux,PSG,Extérieur,1,1,0,11,10,1.1578947368421053,1.4736842105263157,0.8,1.9,0.9473684210526315,1.0526315789473684,1.2,0.6,-1.0,-3.0,0
2002-2003,21,Bordeaux,Montpellier,Domicile,3,1,1,12,19,1.15,0.8,1.5555555555555556,0.6666666666666666,0.95,1.3,0.6666666666666666,1.7777777777777777,0.0,-2.0,1
2002-2003,22,Bordeaux,Strasbourg,Extérieur,1,1,0,9,13,1.2380952380952381,1.1428571428571428,0.8181818181818182,1.4545454545454546,0.9523809523809523,1.4761904761904763,1.1818181818181819,1.0,0.0,-2.0,-1
2002-2003,23,Bordeaux,Guingamp,Domicile,4,2,1,9,7,1.2272727272727273,1.4545454545454546,1.7,1.4,0.9545454545454546,1.2727272727272727,0.7,1.7,1.0,-1.0,0
2002-2003,24,Bordeaux,Troyes,Extérieur,1,0,1,7,19,1.3478260869565217,0.6956521739130435,0.8333333333333334,1.0,1.0,1.0434782608695652,1.1666666666666667,1.0833333333333333,3.0,-3.0,1
2002-2003,25,Bordeaux,Marseille,Domicile,3,1,1,7,1,1.3333333333333333,1.0416666666666667,1.9090909090909092,0.8181818181818182,0.9583333333333334,0.8333333333333334,0.8181818181818182,1.2727272727272727,3.0,1.0,-1
2002-2003,26,Bordeaux,Lens,Extérieur,3,3,0,6,11,1.4,1.04,0.8461538461538461,1.5,0.96,0.96,1.0769230769230769,0.9166666666666666,4.0,0.0,1
2002-2003,27,Bordeaux,Bastia,Domicile,0,2,-1,6,10,1.4615384615384615,1.0769230769230769,2.0,0.5,1.0384615384615385,1.1153846153846154,0.8333333333333334,1.5833333333333333,3.0,4.0,-1
2002-2003,28,Bordeaux,Sedan Ardennes,Extérieur,1,0,1,7,18,1.4074074074074074,1.0740740740740742,1.0,1.4285714285714286,1.0740740740740742,1.6666666666666667,1.2142857142857142,1.0714285714285714,2.0,-3.0,0
2002-2003,29,Bordeaux,Sochaux,Domicile,2,0,1,6,5,1.3928571428571428,1.0714285714285714,1.8461538461538463,0.6428571428571429,1.0357142857142858,0.8214285714285714,0.9230769230769231,1.2857142857142858,2.0,1.0,-1
2002-2003,30,Bordeaux,Monaco,Extérieur,1,0,1,4,1,1.4137931034482758,1.5862068965517242,1.0,1.8571428571428572,1.0,0.7931034482758621,1.1333333333333333,0.7142857142857143,2.0,4.0,0
2002-2003,31,Bordeaux,Nantes,Domicile,0,0,0,4,5,1.4,1.1333333333333333,1.8571428571428572,0.8,0.9666666666666667,0.9666666666666667,0.8571428571428571,1.0666666666666667,2.0,4.0,0
2002-2003,32,Bordeaux,Rennais,Extérieur,4,3,1,4,16,1.3548387096774193,0.7741935483870968,1.0,0.9333333333333333,0.9354838709677419,1.096774193548387,1.0625,0.6666666666666666,2.0,-1.0,1
2002-2003,33,Bordeaux,Lyon,Domicile,0,1,-1,4,1,1.4375,1.71875,1.7333333333333334,1.0625,1.0,1.125,0.8,1.3125,4.0,5.0,-1
2002-2003,34,Bordeaux,Ajaccio,Extérieur,6,1,1,4,18,1.393939393939394,0.7575757575757576,1.1764705882352942,0.6875,1.0,1.2424242424242424,1.1764705882352942,0.9375,2.0,-2.0,1
2002-2003,35,Bordeaux,Auxerre,Domicile,0,1,-1,4,6,1.5294117647058822,0.9705882352941176,1.625,0.9411764705882353,1.0,0.8235294117647058,0.8125,1.1764705882352942,2.0,1.0,-1
2002-2003,36,Bordeaux,Le Havre,Domicile,2,0,1,4,18,1.4857142857142858,0.6857142857142857,1.5294117647058822,0.6111111111111112,1.0,1.1714285714285715,0.8235294117647058,1.3333333333333333,0.0,-5.0,-1
2002-2003,37,Bordeaux,Nice,Extérieur,1,1,0,4,8,1.5,1.0277777777777777,1.4444444444444444,1.2777777777777777,0.9722222222222222,0.7777777777777778,1.1666666666666667,0.3888888888888889,1.0,1.0,1
2002-2003,38,Bordeaux,Lille,Domicile,2,0,1,4,14,1.4864864864864864,0.7837837837837838,1.5555555555555556,0.5,0.972972972972973,1.135135135135135,0.7777777777777778,1.2777777777777777,0.0,2.0,1
2002-2003,1,Guingamp,Lyon,Domicile,3,3,0,,,,,,,,,,,,,0
2002-2003,2,Guingamp,Ajaccio,Extérieur,2,0,1,7,9,3.0,1.0,,,3.0,1.0,,,0.0,0.0,0
2002-2003,3,Guingamp,Rennais,Domicile,3,0,1,4,15,2.5,0.0,3.0,0.0,1.5,0.5,3.0,1.0,1.0,-1.0,0
2002-2003,4,Guingamp,Auxerre,Extérieur,1,2,-1,1,4,2.6666666666666665,1.3333333333333333,2.0,2.0,1.0,0.6666666666666666,0.0,0.0,2.0,1.0,0
2002-2003,5,Guingamp,Bordeaux,Domicile,0,0,0,5,6,2.25,1.25,3.0,2.0,1.25,0.5,1.5,0.0,1.0,1.0,0
2002-2003,6,Guingamp,Le Havre,Extérieur,2,1,1,6,13,1.8,0.6,1.5,0.0,1.0,0.6,1.0,0.5,1.0,0.0,0
2002-2003,7,Guingamp,Nice,Domicile,0,0,0,4,1,1.8333333333333333,2.1666666666666665,2.0,2.0,1.0,0.6666666666666666,1.0,0.5,2.0,4.0,0
2002-2003,8,Guingamp,Lille,Extérieur,1,2,-1,3,19,1.5714285714285714,0.5714285714285714,1.6666666666666667,0.5,0.8571428571428571,1.4285714285714286,1.0,1.75,1.0,-1.0,0
2002-2003,9,Guingamp,Strasbourg,Domicile,2,3,-1,8,12,1.5,1.25,1.5,0.6666666666666666,1.0,1.875,0.75,2.6666666666666665,-1.0,1.0,0
2002-2003,10,Guingamp,PSG,Extérieur,0,5,-1,11,6,1.5555555555555556,1.2222222222222223,1.5,1.6,1.2222222222222223,0.7777777777777778,1.25,0.8,-1.0,0.0,0
2002-2003,11,Guingamp,Montpellier,Domicile,3,1,1,12,18,1.4,0.6,1.6,0.75,1.6,1.1,1.2,1.75,-2.0,-1.0,0
2002-2003,12,Guingamp,Sedan Ardennes,Domicile,0,1,-1,11,16,1.5454545454545454,1.1818181818181819,1.8333333333333333,1.0,1.5454545454545454,1.7272727272727273,1.1666666666666667,2.6,-2.0,-1.0,0
2002-2003,13,Guingamp,Troyes,Extérieur,2,0,1,12,19,1.4166666666666667,0.6666666666666666,1.2,0.8333333333333334,1.5,1.3333333333333333,2.0,1.6666666666666667,-3.0,-3.0,0
2002-2003,14,Guingamp,Marseille,Domicile,0,0,0,10,4,1.4615384615384615,1.2307692307692308,1.5714285714285714,1.1666666666666667,1.3846153846153846,1.1538461538461537,1.1428571428571428,1.6666666666666667,-1.0,1.0,0
2002-2003,15,Guingamp,Bastia,Extérieur,2,0,1,11,14,1.3571428571428572,1.0,1.3333333333333333,1.7142857142857142,1.2857142857142858,1.4285714285714286,1.6666666666666667,0.8571428571428571,0.0,-1.0,0
2002-2003,16,Guingamp,Sochaux,Domicile,2,0,1,9,5,1.4,1.1333333333333333,1.375,0.625,1.2,0.7333333333333333,1.0,0.875,2.0,1.0,0
2002-2003,17,Guingamp,Lens,Extérieur,3,1,1,5,9,1.4375,1.0,1.4285714285714286,1.4285714285714286,1.125,0.8125,1.4285714285714286,0.7142857142857143,2.0,0.0,0
2002-2003,18,Guingamp,Nantes,Domicile,2,0,1,4,8,1.5294117647058822,1.1764705882352942,1.4444444444444444,0.8888888888888888,1.1176470588235294,1.0588235294117647,0.8888888888888888,1.1111111111111112,4.0,4.0,0
2002-2003,19,Guingamp,Monaco,Extérieur,0,4,-1,3,6,1.5555555555555556,1.5,1.625,1.625,1.0555555555555556,1.0555555555555556,1.375,1.0,4.0,1.0,0
2002-2003,20,Guingamp,Ajaccio,Domicile,3,1,1,6,18,1.4736842105263157,0.7894736842105263,1.5,0.9,1.2105263157894737,1.263157894736842,0.8,1.6,3.0,-4.0,1
2002-2003,21,Guingamp,Rennais,Extérieur,1,2,-1,3,15,1.55,0.95,1.4444444444444444,1.1111111111111112,1.2,1.1,1.6666666666666667,0.7777777777777778,3.0,4.0,1
2002-2003,22,Guingamp,Auxerre,Domicile,0,2,-1,7,4,1.5238095238095237,1.0952380952380953,1.6363636363636365,1.0,1.2380952380952381,0.8571428571428571,0.8181818181818182,1.1818181818181819,1.0,2.0,-1
2002-2003,23,Guingamp,Bordeaux,Extérieur,2,4,-1,7,9,1.4545454545454546,1.2272727272727273,1.4,1.7,1.2727272727272727,0.9545454545454546,1.7,0.7,-1.0,1.0,0
2002-2003,24,Guingamp,Le Havre,Domicile,1,2,-1,8,18,1.4782608695652173,0.6956521739130435,1.5,0.6666666666666666,1.391304347826087,1.1304347826086956,0.9166666666666666,1.25,-3.0,-2.0,1
2002-2003,25,Guingamp,Nice,Extérieur,0,1,-1,9,6,1.4583333333333333,1.1666666666666667,1.4545454545454546,1.5,1.4166666666666667,0.75,1.9090909090909092,0.25,-3.0,0.0,0
2002-2003,26,Guingamp,Lille,Domicile,1,0,1,12,14,1.4,0.88,1.4615384615384615,0.5833333333333334,1.4,1.2,1.0,1.4166666666666667,-5.0,-3.0,-1
2002-2003,27,Guingamp,Strasbourg,Extérieur,1,3,-1,11,13,1.3846153846153846,1.0769230769230769,1.3333333333333333,1.3076923076923077,1.3461538461538463,1.4230769230769231,1.8333333333333333,1.0,-3.0,-2.0,-1
2002-2003,28,Guingamp,PSG,Domicile,3,2,1,12,10,1.3703703703703705,1.2222222222222223,1.4285714285714286,0.7692307692307693,1.4074074074074074,0.9259259259259259,0.9285714285714286,1.1538461538461537,-3.0,0.0,-1
2002-2003,29,Guingamp,Montpellier,Extérieur,0,2,-1,11,20,1.4285714285714286,0.8571428571428571,1.3076923076923077,1.0,1.4285714285714286,1.4642857142857142,1.9230769230769231,1.0,-1.0,-1.0,1
2002-2003,30,Guingamp,Sedan Ardennes,Extérieur,0,2,-1,12,19,1.3793103448275863,1.0,1.2142857142857142,1.3333333333333333,1.4482758620689655,1.6206896551724137,1.9285714285714286,1.0666666666666667,-1.0,-5.0,-1
2002-2003,31,Guingamp,Troyes,Domicile,2,0,1,12,20,1.3333333333333333,0.6666666666666666,1.5333333333333334,0.42857142857142855,1.4666666666666666,1.0666666666666667,1.0,1.1428571428571428,-1.0,0.0,1
2002-2003,32,Guingamp,Marseille,Extérieur,2,0,1,12,2,1.3548387096774193,1.096774193548387,1.1333333333333333,1.25,1.4193548387096775,0.8709677419354839,1.9333333333333333,0.5625,-1.0,2.0,0
2002-2003,33,Guingamp,Bastia,Domicile,3,0,1,10,12,1.375,1.0625,1.5625,0.6,1.375,1.09375,0.9375,1.4666666666666666,1.0,-1.0,1
2002-2003,34,Guingamp,Sochaux,Extérieur,0,0,0,10,5,1.4242424242424243,1.121212121212121,1.1875,1.4375,1.3333333333333333,0.8484848484848485,1.8125,0.4375,1.0,1.0,1
2002-2003,35,Guingamp,Lens,Domicile,1,0,1,10,11,1.3823529411764706,1.088235294117647,1.6470588235294117,0.6470588235294118,1.2941176470588236,0.8529411764705882,0.8823529411764706,0.7647058823529411,2.0,0.0,1
2002-2003,36,Guingamp,Nantes,Extérieur,4,0,1,9,10,1.3714285714285714,1.0285714285714285,1.1176470588235294,1.411764705882353,1.2571428571428571,0.9428571428571428,1.7058823529411764,0.8235294117647058,4.0,-1.0,1
2002-2003,37,Guingamp,Monaco,Domicile,3,1,1,7,2,1.4444444444444444,1.6388888888888888,1.6111111111111112,1.5555555555555556,1.2222222222222223,0.8333333333333334,0.8333333333333334,0.9444444444444444,4.0,1.0,-1
2002-2003,38,Guingamp,Lyon,Extérieur,4,1,1,7,1,1.4864864864864864,1.6756756756756757,1.2777777777777777,2.1666666666666665,1.2162162162162162,1.0,1.6111111111111112,0.8333333333333334,4.0,3.0,0
2002-2003,1,Le Havre,Nice,Extérieur,2,1,1,,,,,,,,,,,,,0
2002-2003,2,Le Havre,Lille,Domicile,0,0,0,4,19,2.0,0.0,,,1.0,3.0,,,1.0,-1.0,0
2002-2003,3,Le Havre,Strasbourg,Extérieur,1,1,0,5,18,1.0,0.5,2.0,1.0,0.5,2.5,1.0,1.0,1.0,-1.0,0
2002-2003,4,Le Havre,PSG,Domicile,0,1,-1,8,8,1.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,0
2002-2003,5,Le Havre,Montpellier,Extérieur,0,0,0,12,16,0.75,0.5,1.5,0.5,0.75,1.25,1.0,0.5,0.0,-2.0,0
2002-2003,6,Le Havre,Guingamp,Domicile,1,2,-1,13,6,0.6,1.8,0.0,1.5,0.6,1.0,0.5,1.0,0.0,1.0,0
2002-2003,7,Le Havre,Troyes,Extérieur,1,1,0,14,18,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.8333333333333334,1.1666666666666667,0.6666666666666666,2.0,-2.0,-1.0,0
2002-2003,8,Le Havre,Marseille,Domicile,1,3,-1,14,8,0.7142857142857143,1.0,0.3333333333333333,1.3333333333333333,0.8571428571428571,1.0,1.0,1.0,-2.0,1.0,0
2002-2003,9,Le Havre,Sedan Ardennes,Extérieur,0,4,-1,17,19,0.75,0.75,1.0,0.75,1.125,1.75,0.75,0.75,-3.0,-1.0,0
2002-2003,10,Le Havre,Sochaux,Domicile,1,0,1,19,5,0.6666666666666666,1.3333333333333333,0.5,0.8,1.4444444444444444,0.8888888888888888,1.5,0.8,-3.0,3.0,0
2002-2003,11,Le Havre,Bastia,Extérieur,1,3,-1,17,14,0.7,1.0,0.8,1.6,1.3,1.4,1.4,1.0,-2.0,-2.0,0
2002-2003,12,Le Havre,Nantes,Domicile,1,1,0,17,15,0.7272727272727273,0.9090909090909091,0.6,0.8333333333333334,1.4545454545454546,1.3636363636363635,1.2,1.5,-2.0,-2.0,0
2002-2003,13,Le Havre,Monaco,Extérieur,1,1,0,17,6,0.75,1.5,0.8333333333333334,1.2,1.4166666666666667,1.0,1.6666666666666667,0.8,-2.0,2.0,0
2002-2003,14,Le Havre,Lyon,Domicile,1,2,-1,17,5,0.7692307692307693,1.9230769230769231,0.6666666666666666,1.1428571428571428,1.3846153846153846,1.1538461538461537,1.1666666666666667,1.1428571428571428,-1.0,3.0,0
2002-2003,15,Le Havre,Rennais,Extérieur,0,0,0,18,20,0.7857142857142857,0.6428571428571429,0.8571428571428571,0.6666666666666666,1.4285714285714286,1.4285714285714286,1.5714285714285714,1.0,-1.0,-2.0,0
2002-2003,16,Le Havre,Auxerre,Domicile,0,1,-1,18,7,0.7333333333333333,1.2,0.7142857142857143,1.0,1.3333333333333333,1.0666666666666667,1.2857142857142858,1.375,-2.0,-3.0,0
2002-2003,17,Le Havre,Ajaccio,Extérieur,2,1,1,19,15,0.6875,0.75,0.75,0.42857142857142855,1.3125,1.0625,1.375,0.5714285714285714,-2.0,-2.0,0
2002-2003,18,Le Havre,Bordeaux,Domicile,1,0,1,17,12,0.7647058823529411,1.0588235294117647,0.625,0.8888888888888888,1.2941176470588236,1.0,1.25,1.2222222222222223,-1.0,0.0,0
2002-2003,19,Le Havre,Lens,Extérieur,0,1,-1,16,9,0.7777777777777778,0.9444444444444444,0.8888888888888888,1.375,1.2222222222222223,0.8888888888888888,1.3333333333333333,1.0,0.0,-2.0,0
2002-2003,20,Le Havre,Lille,Extérieur,0,1,-1,17,13,0.7368421052631579,1.0,0.8,1.2,1.2105263157894737,1.263157894736842,1.3,1.2,0.0,1.0,0
2002-2003,21,Le Havre,Strasbourg,Domicile,1,1,0,17,13,0.7,1.15,0.6666666666666666,0.7777777777777778,1.2,1.5,1.1111111111111112,2.111111111111111,-1.0,-1.0,0
2002-2003,22,Le Havre,PSG,Extérieur,0,1,-1,17,10,0.7142857142857143,1.380952380952381,0.7272727272727273,1.8181818181818181,1.1904761904761905,1.0,1.2727272727272727,0.6363636363636364,0.0,-1.0,-1
2002-2003,23,Le Havre,Montpellier,Domicile,1,0,1,18,20,0.6818181818181818,0.8636363636363636,0.7,0.7,1.1818181818181819,1.4090909090909092,1.1,1.9,-2.0,-2.0,0
2002-2003,24,Le Havre,Guingamp,Extérieur,2,1,1,18,8,0.6956521739130435,1.4782608695652173,0.6666666666666666,1.5,1.1304347826086956,1.391304347826087,1.25,0.9166666666666666,-2.0,-3.0,-1
2002-2003,25,Le Havre,Troyes,Domicile,1,0,1,18,19,0.75,0.6666666666666666,0.7272727272727273,0.36363636363636365,1.125,1.0416666666666667,1.0,1.0,0.0,-3.0,0
2002-2003,26,Le Havre,Marseille,Extérieur,0,2,-1,15,4,0.76,1.04,0.7692307692307693,1.2307692307692308,1.08,0.92,1.2307692307692308,0.46153846153846156,2.0,0.0,-1
2002-2003,27,Le Havre,Sedan Ardennes,Domicile,2,1,1,15,18,0.7307692307692307,1.0769230769230769,0.75,0.6666666666666666,1.1153846153846154,1.6538461538461537,0.9166666666666666,2.3333333333333335,1.0,-2.0,-1
2002-2003,28,Le Havre,Sochaux,Extérieur,0,1,-1,14,6,0.7777777777777778,1.0740740740740742,0.7142857142857143,1.5384615384615385,1.1111111111111112,0.8518518518518519,1.2857142857142858,0.38461538461538464,3.0,-1.0,1
2002-2003,29,Le Havre,Bastia,Domicile,2,0,1,14,9,0.75,1.1071428571428572,0.8461538461538461,0.6153846153846154,1.1071428571428572,1.0714285714285714,0.9230769230769231,1.4615384615384615,1.0,3.0,-1
2002-2003,30,Le Havre,Nantes,Extérieur,0,2,-1,14,8,0.7931034482758621,1.103448275862069,0.6666666666666666,1.4285714285714286,1.0689655172413792,1.0,1.2666666666666666,0.9285714285714286,1.0,3.0,0
2002-2003,31,Le Havre,Monaco,Domicile,0,3,-1,14,1,0.7666666666666667,1.5333333333333334,0.9285714285714286,1.3333333333333333,1.1,0.8,0.8571428571428571,0.8666666666666667,-1.0,2.0,0
2002-2003,32,Le Havre,Lyon,Extérieur,1,2,-1,14,3,0.7419354838709677,1.7096774193548387,0.625,2.4,1.1612903225806452,1.1290322580645162,1.3125,0.9333333333333333,-1.0,4.0,-1
2002-2003,33,Le Havre,Rennais,Domicile,0,1,-1,14,17,0.75,0.84375,0.8666666666666667,0.625,1.1875,1.1875,1.0,1.5,-3.0,-2.0,0
2002-2003,34,Le Havre,Auxerre,Extérieur,0,1,-1,15,8,0.7272727272727273,0.9696969696969697,0.6470588235294118,1.0,1.1818181818181819,0.8484848484848485,1.3529411764705883,0.5,-3.0,-1.0,-1
2002-2003,35,Le Havre,Ajaccio,Domicile,0,1,-1,17,19,0.7058823529411765,0.7647058823529411,0.8125,0.8235294117647058,1.1764705882352942,1.3823529411764706,1.0,1.5294117647058822,-5.0,-3.0,1
2002-2003,36,Le Havre,Bordeaux,Extérieur,0,2,-1,18,4,0.6857142857142857,1.4857142857142858,0.6111111111111112,1.5294117647058822,1.1714285714285715,1.0,1.3333333333333333,0.8235294117647058,-5.0,0.0,1
2002-2003,37,Le Havre,Lens,Domicile,1,3,-1,19,11,0.6666666666666666,1.0555555555555556,0.7647058823529411,0.6111111111111112,1.1944444444444444,0.8333333333333334,1.0,0.7777777777777778,-5.0,0.0,-1
2002-2003,38,Le Havre,Nice,Domicile,2,1,1,19,8,0.6756756756756757,1.027027027027027,0.7777777777777778,0.7777777777777778,1.2432432432432432,0.7837837837837838,1.1111111111111112,1.1666666666666667,-5.0,0.0,1
2002-2003,1,Lens,Bastia,Extérieur,1,1,0,,,,,,,,,,,,,0
2002-2003,2,Lens,Sochaux,Domicile,1,1,0,9,13,1.0,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,0
2002-2003,3,Lens,Sedan Ardennes,Extérieur,1,0,1,12,20,1.0,0.5,1.0,0.0,1.0,3.0,1.0,0.0,0.0,-1.0,0
2002-2003,4,Lens,Nantes,Extérieur,2,2,0,8,5,1.0,1.6666666666666667,1.0,1.0,0.6666666666666666,1.3333333333333333,0.5,0.0,1.0,1.0,0
2002-2003,5,Lens,Monaco,Domicile,1,0,1,10,9,1.25,1.25,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.0,0
2002-2003,6,Lens,Lyon,Extérieur,0,1,-1,3,5,1.2,3.0,1.3333333333333333,5.0,0.8,1.6,1.0,1.0,2.0,1.0,0
2002-2003,7,Lens,Rennais,Domicile,1,0,1,8,20,1.0,0.6666666666666666,1.0,0.3333333333333333,0.8333333333333334,2.0,0.5,2.3333333333333335,1.0,-3.0,0
2002-2003,8,Lens,Bordeaux,Extérieur,0,1,-1,5,7,1.0,1.0,1.0,0.6666666666666666,0.7142857142857143,0.5714285714285714,1.0,0.6666666666666666,2.0,0.0,0
2002-2003,9,Lens,Lille,Domicile,0,0,0,9,14,0.875,0.75,1.0,0.6666666666666666,0.75,1.375,0.3333333333333333,1.0,0.0,1.0,0
2002-2003,10,Lens,Montpellier,Extérieur,2,0,1,8,15,0.7777777777777778,0.6666666666666666,0.8,0.6,0.6666666666666666,1.0,1.0,0.4,0.0,0.0,0
2002-2003,11,Lens,Ajaccio,Domicile,1,1,0,7,13,0.9,0.8,0.75,1.2,0.6,1.1,0.25,1.6,0.0,0.0,0
2002-2003,12,Lens,Nice,Extérieur,0,0,0,8,1,0.9090909090909091,1.4545454545454546,1.0,2.0,0.6363636363636364,0.45454545454545453,0.8333333333333334,0.5,1.0,1.0,0
2002-2003,13,Lens,Auxerre,Domicile,3,1,1,9,1,0.8333333333333334,1.4166666666666667,0.8,1.1666666666666667,0.5833333333333334,0.8333333333333334,0.4,1.1666666666666667,0.0,2.0,0
2002-2003,14,Lens,Strasbourg,Extérieur,0,2,-1,7,9,1.0,1.3076923076923077,0.8571428571428571,1.7142857142857142,0.6153846153846154,1.6153846153846154,0.7142857142857143,1.1428571428571428,2.0,1.0,0
2002-2003,15,Lens,PSG,Domicile,3,2,1,8,3,0.9285714285714286,1.6428571428571428,1.1666666666666667,1.0,0.7142857142857143,0.8571428571428571,0.5,1.1666666666666667,1.0,2.0,0
2002-2003,16,Lens,Marseille,Extérieur,0,1,-1,6,3,1.0666666666666667,1.0666666666666667,0.75,1.125,0.8,1.0,0.875,0.625,1.0,1.0,0
2002-2003,17,Lens,Guingamp,Domicile,1,3,-1,9,5,1.0,1.4375,1.4285714285714286,1.4285714285714286,0.8125,1.125,0.7142857142857143,1.4285714285714286,0.0,2.0,0
2002-2003,18,Lens,Troyes,Extérieur,0,0,0,11,18,1.0,0.7647058823529411,0.6666666666666666,1.1111111111111112,0.9411764705882353,1.1176470588235294,0.8888888888888888,1.3333333333333333,-1.0,0.0,0
2002-2003,19,Lens,Le Havre,Domicile,1,0,1,9,16,0.9444444444444444,0.7777777777777778,1.375,0.8888888888888888,0.8888888888888888,1.2222222222222223,1.0,1.3333333333333333,-2.0,0.0,0
2002-2003,20,Lens,Sochaux,Extérieur,0,3,-1,8,7,0.9473684210526315,1.0526315789473684,0.6,1.6666666666666667,0.8421052631578947,0.7368421052631579,0.8,0.4444444444444444,0.0,0.0,0
2002-2003,21,Lens,Sedan Ardennes,Domicile,4,0,1,10,16,0.9,1.15,1.3333333333333333,0.7777777777777778,0.95,1.4,0.8888888888888888,1.8888888888888888,-2.0,0.0,1
2002-2003,22,Lens,Nantes,Domicile,0,1,-1,8,11,1.0476190476190477,1.0952380952380953,1.6,0.8181818181818182,0.9047619047619048,1.1904761904761905,0.8,1.3636363636363635,0.0,-1.0,0
2002-2003,23,Lens,Monaco,Extérieur,1,1,0,10,6,1.0,1.4545454545454546,0.5454545454545454,1.7,0.9090909090909091,0.9090909090909091,1.0,0.8,0.0,2.0,1
2002-2003,24,Lens,Lyon,Domicile,2,2,0,11,2,1.0,1.7826086956521738,1.4545454545454546,1.0,0.9130434782608695,1.2173913043478262,0.8181818181818182,1.3333333333333333,0.0,1.0,-1
2002-2003,25,Lens,Rennais,Extérieur,1,1,0,12,16,1.0416666666666667,0.875,0.5833333333333334,1.0909090909090908,0.9583333333333334,1.125,1.0,0.8181818181818182,-1.0,-1.0,1
2002-2003,26,Lens,Bordeaux,Domicile,3,3,0,11,6,1.04,1.4,1.5,0.8461538461538461,0.96,0.96,0.9166666666666666,1.0769230769230769,0.0,4.0,-1
2002-2003,27,Lens,Lille,Extérieur,2,0,1,12,14,1.1153846153846154,0.8461538461538461,0.6153846153846154,1.1538461538461537,1.0384615384615385,1.1923076923076923,1.0,1.0,-1.0,-3.0,0
2002-2003,28,Lens,Montpellier,Domicile,4,0,1,11,19,1.1481481481481481,0.8888888888888888,1.6153846153846154,0.7692307692307693,1.0,1.3703703703703705,1.0769230769230769,1.7692307692307692,1.0,-1.0,1
2002-2003,29,Lens,Ajaccio,Extérieur,0,0,0,10,17,1.25,0.75,0.7142857142857143,0.6153846153846154,0.9642857142857143,1.1785714285714286,0.9285714285714286,0.8461538461538461,2.0,-1.0,0
2002-2003,30,Lens,Nice,Domicile,0,0,0,10,6,1.206896551724138,1.1379310344827587,1.7857142857142858,0.7857142857142857,0.9310344827586207,0.7931034482758621,1.0,1.2142857142857142,2.0,0.0,0
2002-2003,31,Lens,Auxerre,Extérieur,0,0,0,10,6,1.1666666666666667,1.0333333333333334,0.6666666666666666,1.0714285714285714,0.9,0.9,0.8666666666666667,0.5714285714285714,2.0,-2.0,1
2002-2003,32,Lens,Strasbourg,Domicile,1,1,0,10,13,1.1290322580645162,1.064516129032258,1.6666666666666667,0.8,0.8709677419354839,1.3870967741935485,0.9333333333333333,1.7333333333333334,2.0,-1.0,-1
2002-2003,33,Lens,PSG,Extérieur,1,0,1,11,8,1.125,1.375,0.625,1.8125,0.875,0.9375,0.8125,0.75,1.0,2.0,1
2002-2003,34,Lens,Marseille,Domicile,0,1,-1,11,3,1.121212121212121,1.0303030303030303,1.625,0.875,0.8484848484848485,0.8787878787878788,0.9375,1.125,1.0,-1.0,-1
2002-2003,35,Lens,Guingamp,Extérieur,0,1,-1,11,10,1.088235294117647,1.3823529411764706,0.6470588235294118,1.6470588235294117,0.8529411764705882,1.2941176470588236,0.7647058823529411,0.8823529411764706,0.0,2.0,-1
2002-2003,36,Lens,Troyes,Domicile,1,0,1,11,20,1.0571428571428572,0.6,1.5294117647058822,0.4117647058823529,0.8571428571428571,1.1714285714285715,0.9411764705882353,1.3529411764705883,-1.0,-3.0,0
2002-2003,37,Lens,Le Havre,Extérieur,3,1,1,11,19,1.0555555555555556,0.6666666666666666,0.6111111111111112,0.7647058823529411,0.8333333333333334,1.1944444444444444,0.7777777777777778,1.0,0.0,-5.0,1
2002-2003,38,Lens,Bastia,Domicile,2,0,1,10,12,1.1081081081081081,1.0810810810810811,1.5,0.6666666666666666,0.8378378378378378,1.2432432432432432,0.8888888888888888,1.6111111111111112,1.0,-3.0,0
2002-2003,1,Lille,Bordeaux,Domicile,0,3,-1,,,,,,,,,,,,,0
2002-2003,2,Lille,Le Havre,Extérieur,0,0,0,19,4,0.0,2.0,,,3.0,1.0,,,-1.0,1.0,0
2002-2003,3,Lille,Nice,Domicile,0,3,-1,17,7,0.0,2.5,0.0,,1.5,1.0,3.0,,-1.0,0.0,0
2002-2003,4,Lille,Troyes,Domicile,0,0,0,20,18,0.0,0.3333333333333333,0.0,0.0,2.0,2.0,3.0,0.0,-2.0,-2.0,0
2002-2003,5,Lille,Strasbourg,Extérieur,2,2,0,18,14,0.0,1.0,0.0,1.0,1.5,1.75,0.0,1.0,-2.0,0.0,0
