Saison,Journée,Equipe 1,Equipe 2,Equipe 1 à Domicile,Buts Equipe 1,Buts Equipe 2,Résultat,Classement Equipe 1,Classement Equipe 2,Moyenne_BM par 1,Moyenne_BM par 2,Moyenne_BM par 1 à Domicile,Moyenne_BM par 2 à Domicile,Moyenne_BM par 1 à Extérieur,Moyenne_BM par 2 à Extérieur,Moyenne_BE par 1,Moyenne_BE par 2,Moyenne_BE par 1 à Domicile,Moyenne_BE par 2 à Domicile,Moyenne_BE par 1 à Extérieur,Moyenne_BE par 2 à Extérieur,Forme 1,Forme 2,Historique
2002-2003,29,Bastia,Le Havre,0,0,2,-1,9,14,1.1071428571428572,0.75,1.5333333333333334,0.8461538461538461,0.6153846153846154,0.6666666666666666,1.0714285714285714,1.1071428571428572,0.7333333333333333,0.9230769230769231,1.4615384615384615,1.2666666666666666,3.0,1.0,1
2002-2003,30,Bastia,Strasbourg,1,1,1,0,11,13,1.0689655172413792,1.0689655172413792,1.5333333333333334,1.3333333333333333,0.5714285714285714,0.7857142857142857,1.103448275862069,1.3448275862068966,0.7333333333333333,0.9333333333333333,1.5,1.7857142857142858,1.0,-2.0,-1
2002-2003,31,Bastia,Lille,0,1,1,0,11,16,1.0666666666666667,0.8333333333333334,1.5,1.0666666666666667,0.5714285714285714,0.6,1.1,1.3333333333333333,0.75,1.2,1.5,1.4666666666666666,1.0,-4.0,1
2002-2003,32,Bastia,Troyes,1,1,1,0,11,20,1.064516129032258,0.6451612903225806,1.5,0.875,0.6,0.4,1.096774193548387,1.096774193548387,0.75,1.0,1.4666666666666666,1.2,0.0,-2.0,-1
2002-2003,33,Bastia,Guingamp,0,0,3,-1,12,10,1.0625,1.375,1.4705882352941178,1.5625,0.6,1.1875,1.09375,1.375,0.7647058823529411,0.9375,1.4666666666666666,1.8125,-1.0,1.0,-1
2002-2003,34,Bastia,Montpellier,1,1,2,-1,12,17,1.0303030303030303,0.9393939393939394,1.4705882352941178,1.0,0.5625,0.875,1.1515151515151516,1.393939393939394,0.7647058823529411,1.0588235294117647,1.5625,1.75,-2.0,1.0,0
2002-2003,35,Bastia,Marseille,0,1,2,-1,12,3,1.0294117647058822,1.0294117647058822,1.4444444444444444,1.1764705882352942,0.5625,0.8823529411764706,1.1764705882352942,0.8529411764705882,0.8333333333333334,0.6470588235294118,1.5625,1.0588235294117647,-2.0,0.0,1
2002-2003,36,Bastia,Sedan,0,2,2,0,12,17,1.0285714285714285,1.0285714285714285,1.4444444444444444,1.5,0.5882352941176471,0.5294117647058824,1.2,1.457142857142857,0.8333333333333334,1.0,1.588235294117647,1.9411764705882353,-3.0,-1.0,-1
2002-2003,37,Bastia,Sochaux,1,2,2,0,12,5,1.0555555555555556,1.1666666666666667,1.4444444444444444,1.4444444444444444,0.6666666666666666,0.8888888888888888,1.2222222222222223,0.7777777777777778,0.8333333333333334,0.3888888888888889,1.6111111111111112,1.1666666666666667,-3.0,3.0,-1
2002-2003,38,Bastia,Lens,0,0,2,-1,12,10,1.0810810810810811,1.1081081081081081,1.4736842105263157,1.5,0.6666666666666666,0.7368421052631579,1.2432432432432432,0.8378378378378378,0.8947368421052632,0.8888888888888888,1.6111111111111112,0.7894736842105263,-3.0,1.0,0
2002-2003,1,Bordeaux,Lille,0,3,0,1,,,,,,,,,,,,,,,,,0
2002-2003,2,Bordeaux,Paris Saint Germain,1,0,0,0,2,6,3.0,1.0,,1.0,3.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,0
2002-2003,3,Bordeaux,Montpellier,0,1,0,1,3,11,1.5,0.5,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0
2002-2003,4,Bordeaux,Strasbourg,1,1,2,-1,2,16,1.3333333333333333,0.6666666666666666,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,-1.0,0
2002-2003,5,Bordeaux,Guingamp,0,0,0,0,6,5,1.25,2.25,0.5,3.0,2.0,1.5,0.5,1.25,1.0,1.5,0.0,1.0,1.0,1.0,0
2002-2003,6,Bordeaux,Troyes,1,1,0,1,7,16,1.0,0.4,0.5,0.6666666666666666,1.3333333333333333,0.0,0.4,1.2,1.0,2.0,0.0,0.0,1.0,-1.0,0
2002-2003,7,Bordeaux,Marseille,0,1,2,-1,5,10,1.0,0.8333333333333334,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,0
2002-2003,8,Bordeaux,Lens,1,1,0,1,7,5,1.0,1.0,0.6666666666666666,1.0,1.25,1.0,0.5714285714285714,0.7142857142857143,0.6666666666666666,0.3333333333333333,0.5,1.0,0.0,2.0,0
2002-2003,9,Bordeaux,Bastia,0,1,2,-1,3,15,1.0,1.0,0.75,1.5,1.25,0.5,0.5,1.375,0.5,1.0,0.5,1.75,0.0,-2.0,0
2002-2003,10,Bordeaux,Sedan,1,2,2,0,7,16,1.0,1.1111111111111112,0.75,1.4,1.2,0.75,0.6666666666666666,1.5555555555555556,0.5,0.6,0.8,2.75,0.0,1.0,0
2002-2003,11,Bordeaux,Sochaux,0,0,2,-1,10,6,1.1,1.2,1.0,2.0,1.2,0.6666666666666666,0.8,0.9,0.8,1.0,0.8,0.8333333333333334,0.0,1.0,0
2002-2003,12,Bordeaux,Monaco,1,2,2,0,10,7,1.0,1.4545454545454546,1.0,1.2,1.0,1.6666666666666667,0.9090909090909091,0.9090909090909091,0.8,0.8,1.0,1.0,-2.0,2.0,0
2002-2003,13,Bordeaux,Nantes,0,0,0,0,11,16,1.0833333333333333,0.9166666666666666,1.1666666666666667,1.0,1.0,0.8571428571428571,1.0,1.3333333333333333,1.0,1.2,1.0,1.4285714285714286,-1.0,-3.0,0
2002-2003,14,Bordeaux,Rennes,1,2,0,1,11,19,1.0,0.6923076923076923,1.1666666666666667,0.6666666666666666,0.8571428571428571,0.7142857142857143,0.9230769230769231,1.3846153846153846,1.0,1.0,0.8571428571428571,1.7142857142857142,-2.0,-2.0,0
2002-2003,15,Bordeaux,Lyon,0,2,4,-1,10,2,1.0714285714285714,1.9285714285714286,1.2857142857142858,2.8333333333333335,0.8571428571428571,1.25,0.8571428571428571,1.1428571428571428,0.8571428571428571,1.1666666666666667,0.8571428571428571,1.125,0.0,4.0,0
2002-2003,16,Bordeaux,Ajaccio,1,1,0,1,11,14,1.1333333333333333,0.8,1.2857142857142858,0.42857142857142855,1.0,1.125,1.0666666666666667,1.0666666666666667,0.8571428571428571,0.5714285714285714,1.25,1.5,-1.0,-1.0,0
2002-2003,17,Bordeaux,Auxerre,0,0,1,-1,11,4,1.125,1.1875,1.25,1.4285714285714286,1.0,1.0,1.0,1.0,0.75,0.7142857142857143,1.25,1.2222222222222223,1.0,-1.0,0
2002-2003,18,Bordeaux,Le Havre,0,0,1,-1,12,17,1.0588235294117647,0.7647058823529411,1.25,0.625,0.8888888888888888,0.8888888888888888,1.0,1.2941176470588236,0.75,1.25,1.2222222222222223,1.3333333333333333,0.0,-1.0,0
2002-2003,19,Bordeaux,Nice,1,4,0,1,13,1,1.0,1.3333333333333333,1.25,1.6,0.8,1.0,1.0,0.5555555555555556,0.75,0.3,1.2,0.875,-1.0,2.0,0
2002-2003,20,Bordeaux,Paris Saint Germain,0,1,1,0,11,10,1.1578947368421053,1.4736842105263157,1.5555555555555556,1.9,0.8,1.0,0.9473684210526315,1.0526315789473684,0.6666666666666666,0.6,1.2,1.5555555555555556,-1.0,-3.0,0
2002-2003,21,Bordeaux,Montpellier,1,3,1,1,12,19,1.15,0.8,1.5555555555555556,0.9090909090909091,0.8181818181818182,0.6666666666666666,0.95,1.3,0.6666666666666666,0.9090909090909091,1.1818181818181819,1.7777777777777777,0.0,-2.0,1
2002-2003,22,Bordeaux,Strasbourg,0,1,1,0,9,13,1.2380952380952381,1.1428571428571428,1.7,1.4545454545454546,0.8181818181818182,0.8,0.9523809523809523,1.4761904761904763,0.7,1.0,1.1818181818181819,2.0,0.0,-2.0,-1
2002-2003,23,Bordeaux,Guingamp,1,4,2,1,9,7,1.2272727272727273,1.4545454545454546,1.7,1.5,0.8333333333333334,1.4,0.9545454545454546,1.2727272727272727,0.7,0.9166666666666666,1.1666666666666667,1.7,1.0,-1.0,0
2002-2003,24,Bordeaux,Troyes,0,1,0,1,7,19,1.3478260869565217,0.6956521739130435,1.9090909090909092,1.0,0.8333333333333334,0.36363636363636365,1.0,1.0434782608695652,0.8181818181818182,1.0833333333333333,1.1666666666666667,1.0,3.0,-3.0,1
2002-2003,25,Bordeaux,Marseille,1,3,1,1,7,1,1.3333333333333333,1.0416666666666667,1.9090909090909092,1.2307692307692308,0.8461538461538461,0.8181818181818182,0.9583333333333334,0.8333333333333334,0.8181818181818182,0.46153846153846156,1.0769230769230769,1.2727272727272727,3.0,1.0,-1
2002-2003,26,Bordeaux,Lens,0,3,3,0,6,11,1.4,1.04,2.0,1.5,0.8461538461538461,0.6153846153846154,0.96,0.96,0.8333333333333334,0.9166666666666666,1.0769230769230769,1.0,4.0,0.0,1
2002-2003,27,Bordeaux,Bastia,1,0,2,-1,6,10,1.4615384615384615,1.0769230769230769,2.0,1.5714285714285714,1.0,0.5,1.0384615384615385,1.1153846153846154,0.8333333333333334,0.7142857142857143,1.2142857142857142,1.5833333333333333,3.0,4.0,-1
2002-2003,28,Bordeaux,Sedan,0,1,0,1,7,18,1.4074074074074074,1.0740740740740742,1.8461538461538463,1.4285714285714286,1.0,0.6923076923076923,1.0740740740740742,1.6666666666666667,0.9230769230769231,1.0714285714285714,1.2142857142857142,2.3076923076923075,2.0,-3.0,0
2002-2003,29,Bordeaux,Sochaux,1,2,0,1,6,5,1.3928571428571428,1.0714285714285714,1.8461538461538463,1.5,1.0,0.6428571428571429,1.0357142857142858,0.8214285714285714,0.9230769230769231,0.35714285714285715,1.1333333333333333,1.2857142857142858,2.0,1.0,-1
2002-2003,30,Bordeaux,Monaco,0,1,0,1,4,1,1.4137931034482758,1.5862068965517242,1.8571428571428572,1.8571428571428572,1.0,1.3333333333333333,1.0,0.7931034482758621,0.8571428571428571,0.7142857142857143,1.1333333333333333,0.8666666666666667,2.0,4.0,0
2002-2003,31,Bordeaux,Nantes,1,0,0,0,4,5,1.4,1.1333333333333333,1.8571428571428572,1.4666666666666666,1.0,0.8,0.9666666666666667,0.9666666666666667,0.8571428571428571,0.8666666666666667,1.0625,1.0666666666666667,2.0,4.0,0
2002-2003,32,Bordeaux,Rennes,0,4,3,1,4,16,1.3548387096774193,0.7741935483870968,1.7333333333333334,0.9333333333333333,1.0,0.625,0.9354838709677419,1.096774193548387,0.8,0.6666666666666666,1.0625,1.5,2.0,-1.0,1
2002-2003,33,Bordeaux,Lyon,1,0,1,-1,4,1,1.4375,1.71875,1.7333333333333334,2.375,1.1764705882352942,1.0625,1.0,1.125,0.8,0.9375,1.1764705882352942,1.3125,4.0,5.0,-1
2002-2003,34,Bordeaux,Ajaccio,0,6,1,1,4,18,1.393939393939394,0.7575757575757576,1.625,0.6875,1.1764705882352942,0.8235294117647058,1.0,1.2424242424242424,0.8125,0.9375,1.1764705882352942,1.5294117647058822,2.0,-2.0,1
2002-2003,35,Bordeaux,Auxerre,1,0,1,-1,4,6,1.5294117647058822,0.9705882352941176,1.625,1.0,1.4444444444444444,0.9411764705882353,1.0,0.8235294117647058,0.8125,0.47058823529411764,1.1666666666666667,1.1764705882352942,2.0,1.0,-1
2002-2003,36,Bordeaux,Le Havre,1,2,0,1,4,18,1.4857142857142858,0.6857142857142857,1.5294117647058822,0.7647058823529411,1.4444444444444444,0.6111111111111112,1.0,1.1714285714285715,0.8235294117647058,1.0,1.1666666666666667,1.3333333333333333,0.0,-5.0,-1
2002-2003,37,Bordeaux,Nice,0,1,1,0,4,8,1.5,1.0277777777777777,1.5555555555555556,1.2777777777777777,1.4444444444444444,0.7777777777777778,0.9722222222222222,0.7777777777777778,0.7777777777777778,0.3888888888888889,1.1666666666666667,1.1666666666666667,1.0,1.0,1
2002-2003,38,Bordeaux,Lille,1,2,0,1,4,14,1.4864864864864864,0.7837837837837838,1.5555555555555556,1.0526315789473684,1.4210526315789473,0.5,0.972972972972973,1.135135135135135,0.7777777777777778,1.0,1.1578947368421053,1.2777777777777777,0.0,2.0,1
2002-2003,1,Guingamp,Lyon,1,3,3,0,,,,,,,,,,,,,,,,,0
2002-2003,2,Guingamp,Ajaccio,0,2,0,1,7,9,3.0,1.0,3.0,,,1.0,3.0,1.0,3.0,,,1.0,0.0,0.0,0
2002-2003,3,Guingamp,Rennes,1,3,0,1,4,15,2.5,0.0,3.0,0.0,2.0,0.0,1.5,0.5,3.0,0.0,0.0,1.0,1.0,-1.0,0
2002-2003,4,Guingamp,Auxerre,0,1,2,-1,1,4,2.6666666666666665,1.3333333333333333,3.0,2.0,2.0,1.0,1.0,0.6666666666666666,1.5,0.0,0.0,1.0,2.0,1.0,0
2002-2003,5,Guingamp,Bordeaux,1,0,0,0,5,6,2.25,1.25,3.0,0.5,1.5,2.0,1.25,0.5,1.5,1.0,1.0,0.0,1.0,1.0,0
2002-2003,6,Guingamp,Le Havre,0,2,1,1,6,13,1.8,0.6,2.0,0.0,1.5,1.0,1.0,0.6,1.0,0.5,1.0,0.6666666666666666,1.0,0.0,0
2002-2003,7,Guingamp,Nice,1,0,0,0,4,1,1.8333333333333333,2.1666666666666665,2.0,2.25,1.6666666666666667,2.0,1.0,0.6666666666666666,1.0,0.75,1.0,0.5,2.0,4.0,0
2002-2003,8,Guingamp,Lille,0,1,2,-1,3,19,1.5714285714285714,0.5714285714285714,1.5,0.5,1.6666666666666667,0.6666666666666666,0.8571428571428571,1.4285714285714286,0.75,1.75,1.0,1.0,1.0,-1.0,0
2002-2003,9,Guingamp,Strasbourg,1,2,3,-1,8,12,1.5,1.25,1.5,1.6,1.5,0.6666666666666666,1.0,1.875,0.75,1.4,1.25,2.6666666666666665,-1.0,1.0,0
2002-2003,10,Guingamp,Paris Saint Germain,0,0,5,-1,11,6,1.5555555555555556,1.2222222222222223,1.6,1.6,1.5,0.75,1.2222222222222223,0.7777777777777778,1.2,0.8,1.25,0.75,-1.0,0.0,0
2002-2003,11,Guingamp,Montpellier,1,3,1,1,12,18,1.4,0.6,1.6,0.5,1.2,0.75,1.6,1.1,1.2,0.6666666666666666,2.0,1.75,-2.0,-1.0,0
2002-2003,12,Guingamp,Sedan,1,0,1,-1,11,16,1.5454545454545454,1.1818181818181819,1.8333333333333333,1.3333333333333333,1.2,1.0,1.5454545454545454,1.7272727272727273,1.1666666666666667,1.0,2.0,2.6,-2.0,-1.0,0
2002-2003,13,Guingamp,Troyes,0,2,0,1,12,19,1.4166666666666667,0.6666666666666666,1.5714285714285714,0.8333333333333334,1.2,0.5,1.5,1.3333333333333333,1.1428571428571428,1.6666666666666667,2.0,1.0,-3.0,-3.0,0
2002-2003,14,Guingamp,Marseille,1,0,0,0,10,4,1.4615384615384615,1.2307692307692308,1.5714285714285714,1.2857142857142858,1.3333333333333333,1.1666666666666667,1.3846153846153846,1.1538461538461537,1.1428571428571428,0.7142857142857143,1.6666666666666667,1.6666666666666667,-1.0,1.0,0
2002-2003,15,Guingamp,Bastia,0,2,0,1,11,14,1.3571428571428572,1.0,1.375,1.7142857142857142,1.3333333333333333,0.2857142857142857,1.2857142857142858,1.4285714285714286,1.0,0.8571428571428571,1.6666666666666667,2.0,0.0,-1.0,0
2002-2003,16,Guingamp,Sochaux,1,2,0,1,9,5,1.4,1.1333333333333333,1.375,1.7142857142857142,1.4285714285714286,0.625,1.2,0.7333333333333333,1.0,0.5714285714285714,1.4285714285714286,0.875,2.0,1.0,0
2002-2003,17,Guingamp,Lens,0,3,1,1,5,9,1.4375,1.0,1.4444444444444444,1.4285714285714286,1.4285714285714286,0.6666666666666666,1.125,0.8125,0.8888888888888888,0.7142857142857143,1.4285714285714286,0.8888888888888888,2.0,0.0,0
2002-2003,18,Guingamp,Nantes,1,2,0,1,4,8,1.5294117647058822,1.1764705882352942,1.4444444444444444,1.5,1.625,0.8888888888888888,1.1176470588235294,1.0588235294117647,0.8888888888888888,1.0,1.375,1.1111111111111112,4.0,4.0,0
2002-2003,19,Guingamp,Monaco,0,0,4,-1,3,6,1.5555555555555556,1.5,1.5,1.625,1.625,1.4,1.0555555555555556,1.0555555555555556,0.8,1.0,1.375,1.1,4.0,1.0,0
2002-2003,20,Guingamp,Ajaccio,1,3,1,1,6,18,1.4736842105263157,0.7894736842105263,1.5,0.6666666666666666,1.4444444444444444,0.9,1.2105263157894737,1.263157894736842,0.8,0.8888888888888888,1.6666666666666667,1.6,3.0,-4.0,1
2002-2003,21,Guingamp,Rennes,0,1,2,-1,3,15,1.55,0.95,1.6363636363636365,1.1111111111111112,1.4444444444444444,0.8181818181818182,1.2,1.1,0.8181818181818182,0.7777777777777778,1.6666666666666667,1.3636363636363635,3.0,4.0,1
2002-2003,22,Guingamp,Auxerre,1,0,2,-1,7,4,1.5238095238095237,1.0952380952380953,1.6363636363636365,1.2,1.4,1.0,1.2380952380952381,0.8571428571428571,0.8181818181818182,0.5,1.7,1.1818181818181819,1.0,2.0,-1
2002-2003,23,Guingamp,Bordeaux,0,2,4,-1,7,9,1.4545454545454546,1.2272727272727273,1.5,1.7,1.4,0.8333333333333334,1.2727272727272727,0.9545454545454546,0.9166666666666666,0.7,1.7,1.1666666666666667,-1.0,1.0,0
2002-2003,24,Guingamp,Le Havre,1,1,2,-1,8,18,1.4782608695652173,0.6956521739130435,1.5,0.7272727272727273,1.4545454545454546,0.6666666666666666,1.391304347826087,1.1304347826086956,0.9166666666666666,1.0,1.9090909090909092,1.25,-3.0,-2.0,1
2002-2003,25,Guingamp,Nice,0,0,1,-1,9,6,1.4583333333333333,1.1666666666666667,1.4615384615384615,1.5,1.4545454545454546,0.8333333333333334,1.4166666666666667,0.75,1.0,0.25,1.9090909090909092,1.25,-3.0,0.0,0
2002-2003,26,Guingamp,Lille,1,1,0,1,12,14,1.4,0.88,1.4615384615384615,1.1538461538461537,1.3333333333333333,0.5833333333333334,1.4,1.2,1.0,1.0,1.8333333333333333,1.4166666666666667,-5.0,-3.0,-1
2002-2003,27,Guingamp,Strasbourg,0,1,3,-1,11,13,1.3846153846153846,1.0769230769230769,1.4285714285714286,1.3076923076923077,1.3333333333333333,0.8461538461538461,1.3461538461538463,1.4230769230769231,0.9285714285714286,1.0,1.8333333333333333,1.8461538461538463,-3.0,-2.0,-1
2002-2003,28,Guingamp,Paris Saint Germain,1,3,2,1,12,10,1.3703703703703705,1.2222222222222223,1.4285714285714286,1.6428571428571428,1.3076923076923077,0.7692307692307693,1.4074074074074074,0.9259259259259259,0.9285714285714286,0.7142857142857143,1.9230769230769231,1.1538461538461537,-3.0,0.0,-1
2002-2003,29,Guingamp,Montpellier,0,0,2,-1,11,20,1.4285714285714286,0.8571428571428571,1.5333333333333334,1.0,1.3076923076923077,0.7142857142857143,1.4285714285714286,1.4642857142857142,1.0,1.0,1.9230769230769231,1.9285714285714286,-1.0,-1.0,1
2002-2003,30,Guingamp,Sedan,0,0,2,-1,12,19,1.3793103448275863,1.0,1.5333333333333334,1.3333333333333333,1.2142857142857142,0.6428571428571429,1.4482758620689655,1.6206896551724137,1.0,1.0666666666666667,1.9285714285714286,2.2142857142857144,-1.0,-5.0,-1
2002-2003,31,Guingamp,Troyes,1,2,0,1,12,20,1.3333333333333333,0.6666666666666666,1.5333333333333334,0.875,1.1333333333333333,0.42857142857142855,1.4666666666666666,1.0666666666666667,1.0,1.0,1.9333333333333333,1.1428571428571428,-1.0,0.0,1
2002-2003,32,Guingamp,Marseille,0,2,0,1,12,2,1.3548387096774193,1.096774193548387,1.5625,1.25,1.1333333333333333,0.9333333333333333,1.4193548387096775,0.8709677419354839,0.9375,0.5625,1.9333333333333333,1.2,-1.0,2.0,0
2002-2003,33,Guingamp,Bastia,1,3,0,1,10,12,1.375,1.0625,1.5625,1.4705882352941178,1.1875,0.6,1.375,1.09375,0.9375,0.7647058823529411,1.8125,1.4666666666666666,1.0,-1.0,1
2002-2003,34,Guingamp,Sochaux,0,0,0,0,10,5,1.4242424242424243,1.121212121212121,1.6470588235294117,1.4375,1.1875,0.8235294117647058,1.3333333333333333,0.8484848484848485,0.8823529411764706,0.4375,1.8125,1.2352941176470589,1.0,1.0,1
2002-2003,35,Guingamp,Lens,1,1,0,1,10,11,1.3823529411764706,1.088235294117647,1.6470588235294117,1.5294117647058822,1.1176470588235294,0.6470588235294118,1.2941176470588236,0.8529411764705882,0.8823529411764706,0.9411764705882353,1.7058823529411764,0.7647058823529411,2.0,0.0,1
2002-2003,36,Guingamp,Nantes,0,4,0,1,9,10,1.3714285714285714,1.0285714285714285,1.6111111111111112,1.411764705882353,1.1176470588235294,0.6666666666666666,1.2571428571428571,0.9428571428571428,0.8333333333333334,0.8235294117647058,1.7058823529411764,1.0555555555555556,4.0,-1.0,1
2002-2003,37,Guingamp,Monaco,1,3,1,1,7,2,1.4444444444444444,1.6388888888888888,1.6111111111111112,1.7222222222222223,1.2777777777777777,1.5555555555555556,1.2222222222222223,0.8333333333333334,0.8333333333333334,0.7222222222222222,1.6111111111111112,0.9444444444444444,4.0,1.0,-1
2002-2003,38,Guingamp,Lyon,0,4,1,1,7,1,1.4864864864864864,1.6756756756756757,1.6842105263157894,2.1666666666666665,1.2777777777777777,1.2105263157894737,1.2162162162162162,1.0,0.8421052631578947,0.8333333333333334,1.6111111111111112,1.1578947368421053,4.0,3.0,0
2002-2003,1,Le Havre,Nice,0,2,1,1,,,,,,,,,,,,,,,,,0
2002-2003,2,Le Havre,Lille,1,0,0,0,4,19,2.0,0.0,,0.0,2.0,,1.0,3.0,,3.0,1.0,,1.0,-1.0,0
2002-2003,3,Le Havre,Strasbourg,0,1,1,0,5,18,1.0,0.5,0.0,1.0,2.0,0.0,0.5,2.5,0.0,1.0,1.0,4.0,1.0,-1.0,0
2002-2003,4,Le Havre,Paris Saint Germain,1,0,1,-1,8,10,1.0,1.0,0.0,1.5,1.5,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,1.0,1.0,0
2002-2003,5,Le Havre,Montpellier,0,0,0,0,12,16,0.75,0.5,0.0,0.5,1.5,0.5,0.75,1.25,0.5,0.5,1.0,2.0,0.0,-2.0,0
2002-2003,6,Le Havre,Guingamp,1,1,2,-1,13,6,0.6,1.8,0.0,2.0,1.0,1.5,0.6,1.0,0.5,1.0,0.6666666666666666,1.0,0.0,1.0,0
2002-2003,7,Le Havre,Troyes,0,1,1,0,14,18,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.8333333333333334,1.1666666666666667,1.0,2.0,0.6666666666666666,0.3333333333333333,-2.0,-1.0,0
2002-2003,8,Le Havre,Marseille,1,1,3,-1,14,8,0.7142857142857143,1.0,0.3333333333333333,0.75,1.0,1.3333333333333333,0.8571428571428571,1.0,1.0,1.0,0.75,1.0,-2.0,1.0,0
2002-2003,9,Le Havre,Sedan,0,0,4,-1,17,19,0.75,0.75,0.5,0.75,1.0,0.75,1.125,1.75,1.5,0.75,0.75,2.75,-3.0,-1.0,0
2002-2003,10,Le Havre,Sochaux,1,1,0,1,19,5,0.6666666666666666,1.3333333333333333,0.5,2.0,0.8,0.8,1.4444444444444444,0.8888888888888888,1.5,1.0,1.4,0.8,-3.0,3.0,0
2002-2003,11,Le Havre,Bastia,0,1,3,-1,17,14,0.7,1.0,0.6,1.6,0.8,0.4,1.3,1.4,1.2,1.0,1.4,1.8,-2.0,-2.0,0
2002-2003,12,Le Havre,Nantes,1,1,1,0,17,15,0.7272727272727273,0.9090909090909091,0.6,1.0,0.8333333333333334,0.8333333333333334,1.4545454545454546,1.3636363636363635,1.2,1.2,1.6666666666666667,1.5,-2.0,-2.0,0
2002-2003,13,Le Havre,Monaco,0,1,1,0,17,6,0.75,1.5,0.6666666666666666,1.2,0.8333333333333334,1.7142857142857142,1.4166666666666667,1.0,1.1666666666666667,0.8,1.6666666666666667,1.1428571428571428,-2.0,2.0,0
2002-2003,14,Le Havre,Lyon,1,1,2,-1,17,5,0.7692307692307693,1.9230769230769231,0.6666666666666666,2.8333333333333335,0.8571428571428571,1.1428571428571428,1.3846153846153846,1.1538461538461537,1.1666666666666667,1.1666666666666667,1.5714285714285714,1.1428571428571428,-1.0,3.0,0
2002-2003,15,Le Havre,Rennes,0,0,0,0,18,20,0.7857142857142857,0.6428571428571429,0.7142857142857143,0.6666666666666666,0.8571428571428571,0.625,1.4285714285714286,1.4285714285714286,1.2857142857142858,1.0,1.5714285714285714,1.75,-1.0,-2.0,0
2002-2003,16,Le Havre,Auxerre,1,0,1,-1,18,7,0.7333333333333333,1.2,0.7142857142857143,1.4285714285714286,0.75,1.0,1.3333333333333333,1.0666666666666667,1.2857142857142858,0.7142857142857143,1.375,1.375,-2.0,-3.0,0
2002-2003,17,Le Havre,Ajaccio,0,2,1,1,19,15,0.6875,0.75,0.625,0.42857142857142855,0.75,1.0,1.3125,1.0625,1.25,0.5714285714285714,1.375,1.4444444444444444,-2.0,-2.0,0
2002-2003,18,Le Havre,Bordeaux,1,1,0,1,17,12,0.7647058823529411,1.0588235294117647,0.625,1.25,0.8888888888888888,0.8888888888888888,1.2941176470588236,1.0,1.25,0.75,1.3333333333333333,1.2222222222222223,-1.0,0.0,0
2002-2003,19,Le Havre,Lens,0,0,1,-1,16,9,0.7777777777777778,0.9444444444444444,0.6666666666666666,1.375,0.8888888888888888,0.6,1.2222222222222223,0.8888888888888888,1.1111111111111112,1.0,1.3333333333333333,0.8,0.0,-2.0,0
2002-2003,20,Le Havre,Lille,0,0,1,-1,17,13,0.7368421052631579,1.0,0.6666666666666666,1.2,0.8,0.7777777777777778,1.2105263157894737,1.263157894736842,1.1111111111111112,1.2,1.3,1.3333333333333333,0.0,1.0,0
2002-2003,21,Le Havre,Strasbourg,1,1,1,0,17,13,0.7,1.15,0.6666666666666666,1.4545454545454546,0.7272727272727273,0.7777777777777778,1.2,1.5,1.1111111111111112,1.0,1.2727272727272727,2.111111111111111,-1.0,-1.0,0
2002-2003,22,Le Havre,Paris Saint Germain,0,0,1,-1,17,10,0.7142857142857143,1.380952380952381,0.7,1.8181818181818181,0.7272727272727273,0.9,1.1904761904761905,1.0,1.1,0.6363636363636364,1.2727272727272727,1.4,0.0,-1.0,-1
2002-2003,23,Le Havre,Montpellier,1,1,0,1,18,20,0.6818181818181818,0.8636363636363636,0.7,1.0,0.6666666666666666,0.7,1.1818181818181819,1.4090909090909092,1.1,1.0,1.25,1.9,-2.0,-2.0,0
2002-2003,24,Le Havre,Guingamp,0,2,1,1,18,8,0.6956521739130435,1.4782608695652173,0.7272727272727273,1.5,0.6666666666666666,1.4545454545454546,1.1304347826086956,1.391304347826087,1.0,0.9166666666666666,1.25,1.9090909090909092,-2.0,-3.0,-1
2002-2003,25,Le Havre,Troyes,1,1,0,1,18,19,0.75,0.6666666666666666,0.7272727272727273,0.9230769230769231,0.7692307692307693,0.36363636363636365,1.125,1.0416666666666667,1.0,1.0769230769230769,1.2307692307692308,1.0,0.0,-3.0,0
2002-2003,26,Le Havre,Marseille,0,0,2,-1,15,4,0.76,1.04,0.75,1.2307692307692308,0.7692307692307693,0.8333333333333334,1.08,0.92,0.9166666666666666,0.46153846153846156,1.2307692307692308,1.4166666666666667,2.0,0.0,-1
2002-2003,27,Le Havre,Sedan,1,2,1,1,15,18,0.7307692307692307,1.0769230769230769,0.75,1.4285714285714286,0.7142857142857143,0.6666666666666666,1.1153846153846154,1.6538461538461537,0.9166666666666666,1.0714285714285714,1.2857142857142858,2.3333333333333335,1.0,-2.0,-1
